#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
500,1.0000000000000007,-2175932.999699127,-1729234.5590380065,300.5600516072368,0
1000,2.0000000000000013,-2182024.6159026604,-1735945.6475290137,300.1432410573347,16.1
1500,2.999999999999891,-2186828.71357817,-1739625.1602557334,300.8999155372027,16.4
2000,3.999999999999781,-2190681.7630612236,-1747394.053497032,298.2651487797405,16.5
2500,4.999999999999671,-2190829.7568872105,-1743762.4664029917,300.80823138978013,16.5
3000,5.999999999999561,-2192997.0636086594,-1747761.6524139699,299.5756554869312,16.5
3500,6.999999999999451,-2195609.1492268667,-1749878.13593357,299.9091202559452,16.5
4000,7.999999999999341,-2197027.7866012193,-1751141.9816899723,300.0132714515721,16.5
4500,8.999999999999675,-2195896.5285543296,-1752234.690281604,298.51688044860066,16.5
5000,10.000000000000009,-2199007.093744619,-1752036.8663094244,300.7429227332719,16.5
5500,11.000000000000343,-2202288.623162763,-1755799.608918029,300.4191395090801,16.5
6000,12.000000000000677,-2202806.524561381,-1757362.9381298893,299.71572573168953,16.5
6500,13.00000000000101,-2201287.5500117633,-1755341.111913929,300.05406835621955,16.4
7000,14.000000000001345,-2204453.840725351,-1757623.121556256,300.6490549069227,16.3
7500,15.000000000001679,-2203399.5372645278,-1755755.8523006835,301.19605713254737,16.2
8000,16.00000000000201,-2204877.0744717065,-1758543.509958122,300.3145455034516,16.2
8500,17.000000000001457,-2206405.4074616414,-1761477.4831810603,299.3687636011296,16.2
9000,18.000000000000902,-2205086.9900752846,-1759025.18286723,300.13169420526077,16.1
9500,19.000000000000348,-2204790.414287189,-1756234.09809268,301.81011902490815,16.1
10000,19.999999999999794,-2203498.0906986985,-1756955.0432117607,300.45549565583786,16.1
10500,20.99999999999924,-2202962.8474257775,-1757499.260110146,299.72918328206816,16.1
11000,21.999999999998685,-2205930.857874738,-1761566.9307461441,298.9892793726718,16.1
11500,22.99999999999813,-2206678.275189517,-1759768.8504680325,300.7020117626774,16.1
12000,23.999999999997577,-2205068.6312751994,-1757533.8204681785,301.12280139844387,16.1
12500,24.999999999997023,-2204566.59582635,-1759664.487983354,299.3513930685588,16.1
13000,25.99999999999647,-2206245.1644575633,-1759238.2842880026,300.7675844440143,16.1
13500,26.999999999995914,-2206522.321009822,-1762184.527755401,298.9716952535993,16.1
14000,27.99999999999536,-2209374.231834853,-1762731.542059461,300.5225397478562,16
14500,28.999999999994806,-2206690.06027201,-1760989.2609033193,299.8887908840196,16
15000,29.99999999999425,-2209115.2134543695,-1763637.6966647923,299.73855569761054,16
15500,30.999999999993697,-2210859.5818976797,-1764194.6624839802,300.537496910516,16
16000,31.999999999993143,-2208324.536690196,-1762538.6788077746,299.94602231567325,16
16500,32.999999999994365,-2209880.882946968,-1764591.1626344519,299.6121972559882,16
17000,33.99999999999559,-2208385.8849493265,-1761711.8916333003,300.54360226550114,16
17500,34.99999999999681,-2208292.2137520798,-1760180.4589399574,301.5109968882045,16
18000,35.99999999999803,-2208603.610973185,-1763705.9736036125,299.34838512046537,16
18500,36.999999999999254,-2209027.354030013,-1762250.9171669958,300.6125311780913,16
19000,38.000000000000476,-2207638.1360074934,-1760517.9832350577,300.84379966275435,16
19500,39.0000000000017,-2210972.7467547245,-1766083.1131469405,299.3429998071596,15.9
20000,40.00000000000292,-2210539.881526921,-1761844.2998234225,301.90382351267635,15.9
20500,41.00000000000414,-2210062.3777758665,-1763278.760852392,300.61736226578967,15.9
21000,42.000000000005365,-2210021.2096952964,-1765541.5231234622,299.06716785641663,15.9
21500,43.00000000000659,-2210571.314514518,-1764245.9419493729,300.3090335691764,15.9
22000,44.00000000000781,-2210132.510071302,-1764528.8385890443,299.823438601805,15.9
22500,45.00000000000903,-2208824.6402768735,-1764085.360026036,299.2418348855711,15.9
23000,46.00000000001025,-2210160.166058043,-1764737.422346367,299.7017017540501,15.9
23500,47.000000000011475,-2209390.9591759834,-1764127.1301330845,299.5947763728509,15.9
24000,48.0000000000127,-2209301.7976354156,-1764759.607621988,299.1092231579824,15.9
24500,49.00000000001392,-2208263.0222729575,-1763198.597517284,299.46060764199405,15.9
25000,50.00000000001514,-2212394.3872311097,-1767190.038334773,299.55475528861814,15.9
25500,51.000000000016364,-2208897.454973487,-1761914.6769554638,300.7513673649953,15.9
26000,52.000000000017586,-2211757.649764234,-1764441.3066944135,300.97580586770016,15.9
26500,53.00000000001881,-2209871.023831973,-1763092.8403349223,300.6137063969132,15.9
27000,54.00000000002003,-2209018.3358269725,-1763163.7534841006,299.99226341593135,15.9
27500,55.00000000002125,-2214111.955630729,-1770288.8135312218,298.62541336944565,15.9
28000,56.000000000022474,-2213255.468253443,-1765865.5251286295,301.02532750089443,15.9
28500,57.0000000000237,-2212979.713243922,-1767230.0713346147,299.9216544787675,15.9
29000,58.00000000002492,-2210665.4538686667,-1763115.8976306506,301.1327228288709,15.9
29500,59.00000000002614,-2213563.1809435766,-1767622.7138636927,300.05005077008104,15.9
30000,60.00000000002736,-2211949.4103575386,-1766884.980046114,299.46061138016887,15.9
30500,61.000000000028585,-2213150.02484037,-1765607.697798792,301.1278586801371,15.9
31000,62.00000000002981,-2212020.800738182,-1767044.840667185,299.40108437580034,15.9
31500,63.00000000003103,-2210316.158470243,-1765184.515654272,299.505835164262,15.9
