#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
500,1.0000000000000007,-2729933.174080167,-2182037.562403455,299.76034973703963,0
1000,2.0000000000000013,-2727433.7608225457,-2179665.6724159922,299.6905802056769,13.2
1500,2.999999999999891,-2736736.1729685664,-2188173.323629142,300.12540357370085,13.2
2000,3.999999999999781,-2741882.8143243287,-2196085.304648545,298.6124526263882,13.3
2500,4.999999999999671,-2742546.0577046704,-2193064.6302369433,300.6279688345506,13.3
3000,5.999999999999561,-2743312.2050757743,-2194572.632981321,300.22209074133815,13.2
3500,6.999999999999451,-2746045.002445584,-2197219.8745231335,300.2688993749097,13.2
4000,7.999999999999341,-2747820.012604879,-2199741.4460515995,299.86044657413254,13.2
4500,8.999999999999675,-2747960.2225698642,-2201152.132719294,299.1653533253083,13.2
5000,10.000000000000009,-2746527.8561371546,-2199347.3152255877,299.36912582854603,13.2
5500,11.000000000000343,-2748077.4812400173,-2200154.3669874566,299.77539673062626,13.2
6000,12.000000000000677,-2752958.114369899,-2205261.741186008,299.65134393553967,13.2
6500,13.00000000000101,-2752662.0735196937,-2204292.7436178355,300.0195267368555,13.2
7000,14.000000000001345,-2751746.6686641835,-2201959.179501565,300.7954189085179,13.2
7500,15.000000000001679,-2753873.243632503,-2205754.5100714196,299.8824224323992,13.2
8000,16.00000000000201,-2754951.5414413232,-2206201.562954654,300.22778420502664,13.2
8500,17.000000000001457,-2752027.6500624567,-2202343.443161157,300.7389119277818,13.1
9000,18.000000000000902,-2755226.710894078,-2206092.361371723,300.4380782713237,13.1
9500,19.000000000000348,-2755616.135322569,-2203734.043799145,301.94140132351436,13.1
10000,19.999999999999794,-2754399.566869952,-2205813.675615543,300.13801008550166,13.1
10500,20.99999999999924,-2755003.0068011787,-2207411.320387763,299.59406853076973,13.1
11000,21.999999999998685,-2759022.5896344054,-2210414.6238595834,300.1500873239727,13.1
11500,22.99999999999813,-2756272.583859762,-2206762.856998729,300.64345177665484,13.1
12000,23.999999999997577,-2756375.0735821202,-2208746.620192129,299.61418419061806,13.1
12500,24.999999999997023,-2753326.9427940603,-2203892.2202262785,300.6024160160142,13
13000,25.99999999999647,-2752179.163852494,-2202846.9252242576,300.5463458068251,13
13500,26.999999999995914,-2755846.599858118,-2206731.03787099,300.4277993824071,13
14000,27.99999999999536,-2754753.2516480945,-2204601.2095308416,300.9948702617503,12.9
14500,28.999999999994806,-2755736.269402435,-2206352.6904253345,300.57443473581657,12.9
15000,29.99999999999425,-2756342.793556357,-2208433.0964151025,299.76805606592313,12.9
15500,30.999999999993697,-2753768.9198058434,-2204557.3556526764,300.48032333451425,12.9
16000,31.999999999993143,-2757546.561793696,-2207351.4587931163,301.0184293944955,12.9
16500,32.999999999994365,-2758037.460336322,-2210191.8883988,299.73297238741185,12.8
17000,33.99999999999559,-2761113.7715956103,-2213916.797980867,299.3781163602209,12.8
17500,34.99999999999681,-2756053.7174516004,-2207668.725886315,300.02809542331005,12.8
18000,35.99999999999803,-2757884.562895078,-2210977.3118062783,299.21960564421465,12.8
18500,36.999999999999254,-2756367.7851495184,-2208128.33311329,299.9484689776864,12.8
19000,38.000000000000476,-2759072.243844973,-2213013.9159102594,298.7551494665314,12.8
19500,39.0000000000017,-2752108.886234477,-2204254.4363457034,299.73782962246804,12.8
20000,40.00000000000292,-2755271.725699054,-2206672.0126183834,300.1455721746772,12.8
20500,41.00000000000414,-2757382.945507584,-2209116.507455308,299.96323335512625,12.8
21000,42.000000000005365,-2757632.197223887,-2210562.8835589886,299.30827204973997,12.8
21500,43.00000000000659,-2756138.259894155,-2210643.4205531715,298.4468580067541,12.8
22000,44.00000000000781,-2759379.1711449567,-2211061.0756238797,299.9914957842903,12.8
22500,45.00000000000903,-2759713.953781342,-2213412.3127147825,298.88826903884285,12.8
23000,46.00000000001025,-2760046.0229357257,-2212445.2001545173,299.5990671486568,12.8
23500,47.000000000011475,-2757142.2315983158,-2207756.58864781,300.57556396075773,12.8
24000,48.0000000000127,-2756111.131891854,-2207201.6186971045,300.3150675832289,12.8
24500,49.00000000001392,-2759333.377494974,-2211612.6876511485,299.6646478757996,12.8
25000,50.00000000001514,-2758702.956191791,-2211999.9580706684,299.10785636256156,12.8
25500,51.000000000016364,-2757477.203068966,-2208620.515698798,300.28616593241406,12.8
26000,52.000000000017586,-2759539.5855449047,-2210262.568430648,300.5161334452168,12.8
26500,53.00000000001881,-2762569.578981042,-2213928.7688496774,300.16805687071496,12.8
27000,54.00000000002003,-2757396.163355088,-2209598.060383334,299.70700153917556,12.7
27500,55.00000000002125,-2759530.724542754,-2212336.255293024,299.37674619167734,12.7
28000,56.000000000022474,-2762377.9321036357,-2214647.8079176038,299.66980951911097,12.7
28500,57.0000000000237,-2761341.3066740427,-2215109.342889907,298.850147750585,12.7
29000,58.00000000002492,-2758904.0762445107,-2211108.9546381114,299.7053703979464,12.7
29500,59.00000000002614,-2759632.804085441,-2209620.651373457,300.9183350675375,12.7
30000,60.00000000002736,-2759882.543931719,-2213567.095669881,298.8958231232294,12.7
30500,61.000000000028585,-2757280.703483073,-2210443.130534915,299.18148388641526,12.7
31000,62.00000000002981,-2758582.972455211,-2209109.785398385,300.62346040557054,12.7
31500,63.00000000003103,-2760403.801248729,-2213254.1907300455,299.35220343458894,12.7
32000,64.00000000003224,-2760574.071433708,-2212226.941211781,300.00738102209084,12.7
32500,65.00000000002991,-2762086.6676264834,-2212256.8348281123,300.8185856263962,12.7
33000,66.00000000002758,-2760472.7954261936,-2213192.9346338874,299.42346494269793,12.7
33500,67.00000000002525,-2762673.39338604,-2215892.9652466774,299.15021926683215,12.7
34000,68.00000000002292,-2762187.2670562007,-2213814.1022990067,300.0216248328287,12.6
34500,69.00000000002059,-2761256.3874061685,-2214529.66884761,299.1208341022445,12.6
35000,70.00000000001826,-2760774.638351202,-2212219.4917937834,300.1211892880251,12.6
35500,71.00000000001593,-2760268.78282308,-2211539.0742866294,300.2166942688467,12.7
36000,72.0000000000136,-2761391.9457889386,-2213155.8976986506,299.9466066374817,12.7
