#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
500,1.0000000000000007,-122547.8203125,-68036.07358722528,300.43525657687974,0
1000,2.0000000000000013,-122595.4375,-67711.16631418321,302.48838252876254,74.9
1500,2.999999999999891,-122738.515625,-68152.67289786087,300.8436282154487,76
2000,3.999999999999781,-122811.140625,-68172.4692038424,301.1347875195534,76.6
2500,4.999999999999671,-122392.265625,-67973.15238717163,299.9247177069952,75.2
3000,5.999999999999561,-122266.703125,-67829.46414075274,300.02461568501184,76.5
3500,6.999999999999451,-122621.96875,-67960.05910154199,301.2628623511411,77
4000,7.999999999999341,-122423.421875,-67896.02402356127,300.5215159684289,77.3
4500,8.999999999999675,-123121.765625,-68773.71773091797,299.5330491939726,77.9
5000,10.000000000000009,-122905.140625,-68566.32209823187,299.4821825917525,78
5500,11.000000000000343,-123257.1796875,-69031.48097272194,298.8587356875386,77.3
6000,12.000000000000677,-123150.3828125,-68361.20199091983,301.96430286348607,77.8
6500,13.00000000000101,-123804.515625,-68923.598578542,302.4698965733604,77.9
7000,14.000000000001345,-124205.625,-69900.13195799384,299.2985129945285,78.2
7500,15.000000000001679,-123116.40625,-68365.17756953195,301.75513397902296,78.5
8000,16.00000000000201,-122983.4140625,-68277.13840750477,301.50738052122426,78.5
8500,17.000000000001457,-124952.296875,-70378.04184966255,300.7797639224649,78.8
9000,18.000000000000902,-123020.6953125,-68322.56310802547,301.4624988251939,78.7
9500,19.000000000000348,-124152.90625,-69360.89102133596,301.97992437390616,79
10000,19.999999999999794,-123687.9140625,-69042.0182659959,301.1746038378925,79.1
10500,20.99999999999924,-123997.828125,-68608.16356195207,305.2738003163436,79.1
11000,21.999999999998685,-123650.28125,-69346.18936124584,299.2907906986554,79.3
11500,22.99999999999813,-123353.8671875,-69101.23912610207,299.0071537010352,79.4
12000,23.999999999997577,-124098.3828125,-69779.0435598637,299.3748248005737,79.4
12500,24.999999999997023,-124067.796875,-70141.82417617925,297.20683003570326,79.5
13000,25.99999999999647,-123741.140625,-69451.11397115141,299.21327176537,79.6
13500,26.999999999995914,-124517.1328125,-69941.93176896777,300.7849777935321,79.5
14000,27.99999999999536,-124209.453125,-69532.84070693096,301.3438949840292,79.6
14500,28.999999999994806,-124290.1796875,-70262.19528488466,297.7690558722341,79.5
15000,29.99999999999425,-123655.671875,-69286.03131721774,299.6520546900109,79.6
15500,30.999999999993697,-123752.2265625,-68748.9322284896,303.14436499519036,79.7
16000,31.999999999993143,-124705.234375,-70264.15711630922,300.04576989555403,79.6
